AcX,AcY,AcZ,GyX,GyY,GyZ,Activity
-1520,1952,18372,248,-3027,-8587,moving
-2728,1436,21368,713,522,-4631,moving
40,492,19424,941,-120,-9001,moving
-824,1184,16608,-200,415,-7222,moving
-2200,1728,16500,322,-244,-4152,moving
-232,952,15104,1395,1252,-7718,moving
-764,1552,14356,-1471,2398,-2346,moving
-1184,1232,10900,910,-769,2828,moving
-484,3096,16804,375,-523,-891,moving
-3380,2576,16664,-773,2176,3197,moving
-2080,4076,11660,1212,-638,-552,moving
-2004,2180,18840,503,-89,-6810,moving
-3180,3428,12532,140,106,3578,moving
-3004,1832,15180,-1170,-2403,835,moving
768,2816,16280,-2726,-938,558,moving
2592,2548,14460,607,6176,4099,moving
-112,-1028,15892,-3357,4645,8654,moving
-2520,-64,17616,-2545,2429,18817,moving
-1036,924,14652,-1490,-2821,9439,moving
-240,-304,17304,-1215,1491,7777,moving
-3324,572,16988,-462,4331,10128,moving
-3652,2828,15180,-1448,959,3779,moving
-3144,2948,15568,-1620,-985,-1133,moving
-1436,0,16584,-2353,5813,5170,moving
-4260,7392,24560,76,-2461,-799,moving
-404,132,15064,-582,-4564,275,moving
-1156,1816,16844,2672,3240,-3852,moving
-3024,436,13700,-1472,1243,361,moving
-1560,152,16168,-548,218,954,moving
-2784,-160,14592,-936,-1871,3487,moving
-1092,2112,17576,-1633,-6797,-876,moving
-716,1260,16140,-371,1662,772,moving
-3500,1588,14116,-1810,-3297,5524,moving
-2924,532,15016,-1542,-3665,-2578,moving
-948,640,15552,1679,-1961,-10466,moving
-2584,132,16212,798,741,-7756,moving
1288,1096,7324,-704,-1302,-6087,moving
-84,-1492,16052,-33,-1476,-4654,moving
-1328,-1100,16324,-557,188,4115,moving
-3504,3004,10716,-2274,-3151,992,moving
448,-24,15520,-836,1100,1016,moving
-2264,-520,15896,367,2212,7062,moving
-256,2928,18932,1762,3592,-264,moving
704,244,15208,-2157,283,2372,moving
-1168,-548,14604,-1176,4185,2504,moving
-1944,1108,15456,-443,-2148,-4070,moving
-996,852,16876,-664,-1110,-2258,moving
-372,-172,16784,-2049,-4167,2230,moving
-1072,-532,16720,1097,-1111,-7620,moving
452,-352,16032,-128,1245,-2863,moving
1336,-596,12716,521,-290,6889,moving
-1236,-204,15584,784,-795,1276,moving
-2860,2084,17768,-1266,-3059,-2333,moving
56,-3044,3180,36,4364,-1724,moving
300,276,15436,-1803,3721,-2395,moving
-984,-440,16556,149,-1830,-4009,moving
-1864,-516,17568,1347,-840,-8897,moving
344,-212,17044,-1053,-2447,-659,moving
188,-800,13956,-379,927,2224,moving
-1080,320,13868,5,-78,3600,moving
764,-1120,15492,-271,-604,5854,moving
-192,-264,16904,474,4652,4373,moving
-2524,1568,14868,2537,8613,-195,moving
-16,148,16788,-115,1690,943,moving
-2388,3008,18284,-1881,2784,-1735,moving
-2536,100,15660,148,3582,-4908,moving
2040,1604,13364,-362,-2581,-6386,moving
412,2456,15808,-4524,-2038,-1952,moving
736,-792,15584,-562,-4431,-13432,moving
3220,392,14500,670,613,-7653,moving
1232,-696,16956,-978,997,1934,moving
-2096,-608,16644,-834,1200,4948,moving
3108,-736,15868,-1016,-5619,238,moving
208,-1608,16100,1085,-489,10162,moving
-280,-876,14548,47,2244,1316,moving
-160,-744,16300,-817,299,513,moving
-484,-1176,16132,-183,5763,-2039,moving
-2392,-1964,16276,133,1479,2094,moving
-1392,-2360,17044,1627,5146,-6176,moving
-8,712,15824,-820,-1998,-644,moving
-716,-908,12492,-798,-2580,-2360,moving
-196,-1340,14404,-1088,-4836,-5840,moving
1776,-2380,13524,-2368,-1467,-476,moving
344,-1420,13812,-1048,1271,-5681,moving
356,-1768,12332,119,-4649,-6764,moving
300,-1404,15064,1226,-34,-552,moving
-624,-1612,15324,108,-1490,2209,moving
-248,-772,16548,-145,890,-2591,moving
740,-1556,15896,-697,-492,4150,moving
148,204,18216,-1348,-2755,9878,moving
260,-396,15916,163,771,1923,moving
1616,-584,15412,1053,-1401,4239,moving
2464,-2412,13512,-138,-3849,10579,moving
-96,1260,16064,133,2391,481,moving
-544,-308,14280,-2014,3073,1149,moving
-2340,-380,14540,-973,208,2591,moving
-1120,412,16036,579,-96,-8901,moving
972,-716,16080,-262,274,-4586,moving
-400,-1412,13544,-623,2533,-3261,moving
-1020,-1872,16676,132,2880,-6386,moving
2240,-232,15612,39,920,-8067,moving
-960,504,14348,255,-40,-1927,moving
-844,-224,14220,-1792,-1480,-2881,moving
-936,-604,17368,-909,-5366,-3882,moving
2640,-312,15936,-2552,3575,-320,moving
-5632,-3756,27388,-772,-990,1943,moving
692,-3760,15992,-443,8252,-5301,moving
-448,-712,16188,300,2760,-4057,moving
-820,-2296,16096,-813,-565,-5749,moving
-32,-2340,19652,1740,4565,-12202,moving
1032,-452,14476,-285,-589,-1894,moving
-1736,-1164,14804,2073,1483,-1313,moving
-400,-348,16192,-523,-1985,-2542,moving
3028,-1152,12352,-1500,-552,3926,moving
-500,-1376,15624,-308,2821,8302,moving
1596,-360,14628,-1109,-1278,4683,moving
316,-2100,16416,-2148,1220,4075,moving
-356,-192,15740,135,1766,9027,moving
-1652,576,14392,-1304,-619,9227,moving
1296,-908,14832,-2556,-3379,2399,moving
672,-508,13436,631,1771,-4555,moving
-1520,-952,15816,-12,1721,1538,moving
-2200,-256,14120,501,-1142,2937,moving
-784,-1004,15492,-1166,-2620,-3784,moving
1356,216,16416,-224,4156,-6791,moving
-412,164,16716,-2431,786,-3388,moving
2576,-2020,8464,-3870,1619,-5019,moving
-292,-4152,16476,-607,3140,-12939,moving
1144,-312,16520,-1,5371,-5745,moving
-444,-1128,14956,1028,-966,1139,moving
-956,-48,15752,355,-1211,-1882,moving
360,-1816,16188,-1772,-2199,-2057,moving
540,-1732,16076,-1449,-247,4091,moving
220,-1436,16068,416,419,7051,moving
60,224,15780,-1240,-3661,4474,moving
-1284,5152,29084,-420,-9761,4423,moving
-648,-2068,14564,-468,1250,9909,moving
-924,-1464,12760,595,-1055,9414,moving
-476,-12,14708,-792,-445,2268,moving
2220,232,14128,1424,1334,-4581,moving
-692,-196,15548,1049,1412,-1802,moving
-2820,1024,15276,974,1151,-3408,moving
-172,604,16884,-1438,1309,-3411,moving
4040,4040,13820,-3802,-7086,-2433,moving
-2372,-5084,20856,-2742,144,-3804,moving
-1116,-2980,15936,-2318,1646,-8082,moving
1624,-2216,14116,89,-1564,-8561,moving
-868,-1824,14816,797,-117,-682,moving
16,96,13656,1712,-3525,520,moving
-1388,-1048,17708,925,-2380,-2529,moving
616,748,14836,337,-6,843,moving
880,-232,15568,-1205,83,-401,moving
124,-832,15696,439,-2146,2618,moving
700,-504,15244,-963,507,536,moving
496,-532,12948,-561,711,-1295,moving
1808,-1016,15036,376,-96,6402,moving
-524,-2328,17052,501,-107,7822,moving
1836,2444,16148,2693,5876,956,moving
-396,524,13188,634,-167,-3190,moving
472,320,14632,1056,-1023,-584,moving
-1592,-2156,17944,-921,14,-127,moving
204,-4196,9152,-4673,-4052,987,moving
-1412,-1160,14664,341,2222,-5764,moving
-316,436,13896,-1240,-683,-3996,moving
-504,-1644,12872,-788,-3405,-3156,moving
792,-360,16244,95,-1347,-8418,moving
1576,-2244,16628,-1712,1980,-1992,moving
-248,220,15892,121,2132,2545,moving
-224,-1716,14184,-403,-795,1525,moving
-460,-1408,14032,870,-434,-1862,moving
1420,396,12492,1874,-1920,-6199,moving
1156,-1360,15576,563,-2084,919,moving
-2348,-1540,16576,-23,565,4444,moving
-892,-2236,15976,-776,-1409,1093,moving
52,-2896,15852,-403,114,4005,moving
-172,-3016,16000,-1575,-1582,13464,moving
-1976,-812,15408,-1207,-2721,4947,moving
-636,-804,16668,-131,-1262,110,moving
-140,-3264,16696,-185,4423,3619,moving
-1912,-2324,17700,1542,-2562,-1079,moving
-2008,-904,16560,1081,2073,-5630,moving
136,-200,15508,1084,-1244,-8711,moving
-492,-4820,12048,-1843,1124,-6449,moving
-960,-1624,13544,-1931,-1117,-2616,moving
464,-1452,13704,-959,-47,-6198,moving
-1624,-2376,21060,1691,6217,-5024,moving
-1464,-1708,17236,-632,2501,-1947,moving
-2384,-728,13840,669,87,-1841,moving
-604,-1100,15596,-745,-4674,-2311,moving
140,-828,16500,-775,-1258,-920,moving
-184,-796,13656,1095,-1329,1946,moving
2620,1176,22576,1045,1746,-3660,moving
3432,2028,9128,-2064,-3485,-937,moving
-1432,-1160,14176,-600,1280,4454,moving
-1572,716,14500,-765,-534,7320,moving
140,-96,13320,-1319,147,366,moving
-576,1064,13412,-586,2057,-3902,moving
2788,-12,16540,202,-257,4475,moving
2388,-360,13488,-2220,-3749,5319,moving
260,36,15632,-119,4683,4230,moving
-588,284,19096,-120,3193,3497,moving
-804,-768,16188,-630,1172,1144,moving
-356,32,12792,2225,2110,-3911,moving
-2480,-2148,17032,-483,587,-1424,moving
-72,-3168,15696,-484,2666,7308,moving
-1244,844,16196,1334,3499,10594,moving
264,804,16208,2682,8807,-4564,moving
-1800,-532,18988,771,5658,-4998,moving
-1412,-1940,19036,-1926,2178,1316,moving
-1292,40,16084,487,2197,496,moving
-3828,-348,14212,986,40,1179,moving
-3620,-512,15684,-337,-4566,-177,moving
224,-1516,15084,-824,-3474,-3667,moving
20,-1100,14680,-1018,-527,-4236,moving
424,540,28640,-938,-3752,521,moving
4180,924,30160,253,-6766,1024,moving
836,-1308,14976,741,4518,942,moving
-388,-1536,13724,566,2563,-584,moving
1448,1068,1672,-3604,-2464,-3035,moving
1008,-1424,14360,-1893,2470,-5994,moving
364,544,12868,1415,1748,-4274,moving
7116,-2296,9368,-2174,3619,133,moving
1348,1548,15916,-1787,795,3373,moving
1796,1184,13444,-790,514,4266,moving
1044,32,13784,-1595,2339,4392,moving
-2392,876,16344,1786,-98,3122,moving
856,360,15228,714,-2881,899,moving
248,420,16452,-799,3265,2218,moving
-3268,-144,16100,0,-617,1067,moving
-2220,460,18260,802,-1670,-1324,moving
472,416,12784,-261,-2578,4772,moving
-3860,104,20180,-661,-1105,1474,moving
36,-644,15624,-1026,2113,4380,moving
-1984,-2076,18624,410,2387,3410,moving
-304,-620,18848,198,-440,-5022,moving
68,-684,19004,92,4956,-7337,moving
-2188,2580,19456,1397,975,-4322,moving
-4,-1704,18148,-1995,1531,-5616,moving
-3284,-1384,22368,733,3026,-2651,moving
-2864,-4352,13420,95,5865,-7425,moving
2992,2164,17036,90,-579,-6484,moving
-1420,-2496,15492,1600,6828,-935,moving
-2176,-704,18516,934,-668,-4762,moving
12,376,15028,567,3121,454,moving
-2936,-1040,17732,-946,-1960,1154,moving
872,-20,17568,-805,253,3438,moving
564,-616,17212,-41,6581,8915,moving
908,-1152,15136,200,4040,2415,moving
3980,-4336,12340,-1576,1627,8686,moving
1280,764,15428,-727,1276,7257,moving
4020,-244,11828,609,1961,4722,moving
1132,-776,14716,-981,5453,9361,moving
2856,-424,16620,-3776,-434,1394,moving
684,-1580,21060,-2106,7184,-1842,moving
-11948,-2716,32767,-1034,922,-6151,moving
1128,-1924,16852,128,5409,-10281,moving
-436,-1924,17148,-1048,-1576,-4333,moving
-648,-1524,16588,367,-1577,-3783,moving
600,-1556,16664,391,119,-2858,moving
-580,-2068,16308,894,-1838,4707,moving
504,-1908,17584,18,-3645,3367,moving
492,-3088,15768,814,-3194,10091,moving
316,-2672,17320,-1131,-1677,8706,moving
1784,-2276,16536,-1194,1427,3528,moving
752,-2412,13492,2362,-4938,710,moving
500,-304,13472,1840,761,-7414,moving
-320,-1236,16252,-1971,2313,-5275,moving
-1156,-1356,15764,-1461,-214,3111,moving
4100,-3392,11228,-4909,-10821,12576,moving
-1876,-2420,17440,-87,-1727,10038,moving
1504,-984,13928,118,-663,4867,moving
984,-3072,16008,333,-2008,7539,moving
